	city	City name (CDP)	City name (carbonn)	City name (PKU)	City name (GEA)	City name (UITP)	City name (WB)	Definition (CDP)	Definition (carbonn)	Definition (WB)	Study year (WB)	Reporting year (CDP)	Scope-1 GHG emissions [tCO2 or tCO2-eq]	Scope-1 source dataset	Scope-1 GHG emissions units	Year of emission	Emissions protocol	Gases included (CDP)	Methodology details (CDP)	Increase/Decrease from last year (CDP)	Reason for increase/decrease in emissions (CDP)	Scope-2 (CDP) [tCO2-eq]	Total emissions (CDP) [tCO2-eq]	CDP2016 data edited (CDP)	Emissions Quality Flag (CDP)	S1 lower bound [tCO2] (CDP)	S1 upper bound [tCO2] (CDP)	S1 mean (CDP) [tCO2]	TOT lower bound [tCO2] (CDP)	TOT upper bound [tCO2] (CDP)	TOT mean (CDP) [tCO2]	Scope fraction (CDP)	CO2 emissions per capita (PKU) [tCO2/capita]	City location (CDP) [degrees]	Latitude (others) [degrees]	Longitude (others) [degrees]	Coordinate source (others)	Country	Region	Population (CDP)	Population year (CDP)	Population (carbonn)	Population year (carbonn)	Urban population (PKU)	Population (GEA)	Population (UITP)	Population (WB)	Population year (WB)	Population (others)	Population year (others)	Population source (others)	Population 1950 (WB)	Population 1990 (WB)	Population 2010 (WB)	Population growth rate 1950-2010 (WB) [people/60years]	Population growth rate 1990-2010 (WB) [people/20years]	Ancillary from GEA+	City area (CDP) [km2]	City area (GEA) [km2]	City area (WB) [km2]	Built-up area (PKU) [km2]	City area (others) [km2]	City area source year (others)	City area source (others)	Population density (GEA) [people/km2]	Population density (UITP) [people/km2]	Population density (WB) [people/km2]	Population/sqrt(area) (GEA) [people/km]	Population/sqrt(area) (WB) [people/km]	Average altitude [m]	Average annual temperature (CDP) [degrees Celsius]	Weather station ID (GEA+)	CDD 23C (GEA+) [degrees C × days]	HDD 15.5C (GEA+) [degrees C × days]	HDD 15.5C (clim) [degrees C × days]	CDD 23C (clim) [degrees C × days]	GDP (CDP) [multiple units]	GDP unit (CDP)	GDP year (CDP)	GDP source (CDP)	GDP (carbonn) [multiple units]	nGDP (carbonn) [multiple units]	GDP unit (carbonn)	GDP year (carbonn)	GDP (PKU) [10000 RMB]	Income per capita (PKU) [RMB/capita]	GDP-PPP (others) [$BN]	GDP-PPP/capita (others) [USD/capita]	GDP-PPP source (others)	GDP-PPP year (others)	nGDP (others) [$BN]	nGDP/capita (others) [USD/capita]	nGDP source (others)	nGDP year (others)	GDP-PPP/capita (GEA) [USD/year]	GDP-PPP/capita (UITP) [USD/year]	GDP-PPP/capita (WB) [USD/year]	Total final consumption per capita (GEA) [GJ/capita/yr]	Energy per capita CO2 (WB) [tCO2-eq/capita/yr]	Diesel price (GEA+) [USD/liter]	Gasoline price (GEA+) [USD/liter]	Center of commerce index (GEA+) [dimensionless]	Household size (GEA+) [people/household]	Household size year (GEA+)	Household source (GEA+)	Household size comment (GEA+)	Urbanization ratio (GEA+) [percent]	Water bounded (GEA+)	Other bounded (GEA+)	Mean one-way travel time (others) [minutes]	Mean one-way travel time year (others)	Mean one-way travel time source (others)	Diesel price 2014 (others) [USD/liter]	Gasoline price 2014 (others) [USD/liter]	Household size (others) [people/household]	Household size year (others)	Household size source (others)	Household size comment (others)	Congestion rank (INRIX) [dimensionless]	Peak hours spent in congestion (INRIX) [hours]	INRIX congestion index (INRIX) [dimensionless]	Average congestion rate (INRIX) [percent]	Congestion rank (TomTom) [dimensionless]	Congestion level (TomTom) [× 100 percent]	Congestion change (TomTom) [× 100 percent]	Morning peak (TomTom) [percent]	Evening peak (TomTom) [percent]	Economy (IESE) [dimensionless]	Environment (IESE) [dimensionless]	Governance (IESE) [dimensionless]	Human capital (IESE) [dimensionless]	International impact (IESE) [dimensionless]	Mobility and transportation (IESE) [dimensionless]	Public management (IESE) [dimensionless]	Social cohesion (IESE) [dimensionless]	Technology (IESE) [dimensionless]	Urban planning (IESE) [dimensionless]	CIMI (IESE) [dimensionless]	CIMI ranking (IESE) [dimensionless]	CIMI performance (IESE) [dimensionless]	Urban area name (UEX)	Low BUA - 1990 (UEX) [km2]	Low BUA - 2000 (UEX) [km2]	Low BUA - 2014 (UEX) [km2]	High BUA - 1990 (UEX) [km2]	High BUA - 2000 (UEX) [km2]	High BUA - 2014 (UEX) [km2]	Low BUA % - 1990 (UEX) [percent]	Low BUA % - 2000 (UEX) [percent]	Low BUA % - 2014 (UEX) [percent]	High BUA % - 1990 (UEX) [percent]	High BUA % - 2000 (UEX) [percent]	High BUA % - 2014 (UEX) [percent]	Low BUA population density - 1990 (UEX) [people/km2]	High BUA population density - 1990 (UEX) [people/km2]	Low BUA population density - 2000 (UEX) [people/km2]	High BUA population density - 2000 (UEX) [people/km2]	Low BUA population density - 2014 (UEX) [people/km2]	High BUA population density - 2014 (UEX) [people/km2]	Exports (others) [m3]	Production (others) [m3]	Natgas Export/Production ratio (others)	CH4_waste/capita (others) [tCH4/capita]	CH4_waste+natgas/capita (others) [tCH4/capita]	Corrected CH4_(waste+natgas)/capita (others) [tCH4/capita]	Year from CIA (others)	AQF (CDP/GEA)	AQF (CDP/WB)	AQF (CDP/OTHERS)	AQF (PKU/GEA)	AQF (PKU/WB)	AQF (PKU/OTHERS)	PQF (CDP)	PQF (carbonn)	PQF (WB)	PQF (WB2010)	PQF (OTHERS)	HQF (GEA+)	HQF (OTHERS)	MethodNum	MethodColour	nGDP category	s1 per cap	S1 per capita
65	Cleveland	City of Cleveland						Administrative boundary of a local government				2016.0	7750563.0	CDP	tCO2-eq	2010.0	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	CO2; CH4; N2O	This inventory was assembled through the collection and analysis of data with City of Cleveland staff as well as other city stakeholders such as utilities, regional coordinating agencies, local organizations and large emitters. Associated GHG emissions for all activities were calculated using an approach consistent with the International Council for Local Environmental Initiatives (ICLEI) - U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI) as the main guiding document, with methodologies from The Climate Registry (TCR), the World Resources Institute (WRI), the Intergovernmental Panel on Climate Change (IPCC), and the U.S. Environmental Protection Agency (EPA) also referenced. Tools - Inventory Management System: Most of the calculations used to develop this inventory were carried out in an Information Management System (IMS), a Microsoft Excel-based spreadsheet that collects into one tool the original data, methodology applied, emission factors selected and a summary of GHG emission results. The IMS also provides charting, forecasting and benchmarking capabilities	This is our first year of calculation	2010 Baseline Inventory that’s being reported is our 1st comprehensive GHG inventory. The GHG inventory will likely be updated in 2016, using 2015 data.	4139032.0	11889595.0		A	7354298.99128	7553912.80015	7454105.89571	11493330.9913	11692944.8001	11593137.8957	1.0		(41.49932, -81.6943605)	41.482	-81.669722	https://en.wikipedia.org/wiki/Cleveland	USA	North America	396815.0	2010.0								385809.0	2016.0	https://www.census.gov/quickfacts/fact/table/clevelandcityohio/PST045216							201.0				201.242223	2010.0	https://www.census.gov/quickfacts/fact/table/clevelandcityohio/PST045216						199.0	10.4				1483	114											115.142	55876.0	[1]	2014.0	98.0	47183.4376505	[19]																	24.2	(2011-2015) 		0.97	0.86	2.26	2011-2015	https://www.census.gov/quickfacts/fact/table/clevelandcityohio/PST045216		405.0	19.0	3.1	4.5%	183	0.12	0.01	18%	27%														City of Cleveland Urban Area	378.3125	379.375	371.75	938.25	1028.875	1082.1875	0.287348682649	0.269394638736	0.255684993337	0.712651317351	0.730605361264	0.744315006663	223.79061145	1704.73576677	261.770108265	1501.31489268	199.601213961	1288.0220984	42870000000.0	7.662e+11	0.06	0.0176989817	0.0367294791	0.0356646952				1.0				1.0				0.0		1.0	2	#9ADCB9	2.0	19.3207154206	20.0891192274
66	Cochin		Cochin Municipal Corporation						Municipality				269372.0	carbonn	tCO2-eq	2008.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)																		9.931233	76.267304	carbonn	India	South Asia			601574.0	2011.0						601574.0	2011.0	Wikipedia											94.88	2011.0	Wikipedia											0	502					2310171.0	61713.0773733	INR	2006.0							7.0	3455083.90918	[3], [19]																				0.91	1.1																											Cochin Urban Area	409.75	450.4375	539.3125	340.3125	365.375	511.1875	0.546287809349	0.552133609132	0.513386482627	0.453712190651	0.447866390868	0.486613517373	1108.85028223	11580.6910502	1045.64052125	6666.7133357	685.86412439	5274.82457151															1.0			1.0			1	#75766D	1.0	0.447778660647	0.447778660647
67	Coimbatore		Coimbatore City Municipal Corporation						Municipality				5316666.0	carbonn	tCO2-eq	2015.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)																		11.0	76.9558	carbonn	India	South Asia			1850000.0	2016.0						1601438.0	2011.0	Wikipedia											246.75	2011.0	Wikipedia											0	588					2984399650.0	3472009067.74	USD	2015.0							5.0	2415458.9372	[3], [19]																				0.91	1.1																											Coimbatore Urban Area	235.8125	278.9375	339.5	159.6875	187.0625	267.375	0.596238938053	0.59857832618	0.559423274974	0.403761061947	0.40142167382	0.440576725026	1159.93834694	12886.9467211	1349.48565416	9989.49429753	1212.54695766	9084.689662															1.0			1.0			1	#75766D	1.0	3.3199324607	3.3199324607
68	Columbus	City of Columbus						Administrative boundary of a local government				2016.0	5487400.0	CDP	tCO2-eq	2015.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O	Basic Reporting.	Decreased	Greenhouse gas emissions increased 5% since our baseline emission inventory of 2013, but decreased since the 2014 inventory by 4%.	5496200.0	10983600.0		A	4652603.75505	5073123.54594	4862863.6505	10148803.7551	10569323.5459	10359063.6505	1.0		(39.9611755, -82.9987942)	39.983	-82.983333	https://en.wikipedia.org/wiki/Columbus,_Ohio	USA	North America	835957.0	2014.0								860090.0	2016.0	https://www.census.gov/quickfacts/fact/table/columbuscityohio/PST045216							563.0				562.4681283	2010.0	https://www.census.gov/quickfacts/fact/table/columbuscityohio/PST045216						275.0	11.6				627	48	1.08089e+11	USD     US Dollar	2014.0	https://development.ohio.gov/files/research/E1001.pdf							108.904	54780.0	[1]	2014.0	89.0	48264.6420824	[19]																	21.4	(2011-2015) 		0.97	0.86	2.4	2011-2015	https://www.census.gov/quickfacts/fact/table/columbuscityohio/PST045216		318.0	22.0	3.6	5.7%	164	0.16	0.01	26%	45%														City of Columbus Urban Area	437.4375	451.9375	436.625	618.4375	808.1875	939.9375	0.414289096721	0.358644975697	0.317185017026	0.585710903279	0.641355024303	0.682814982974	371.632853431	1651.46360262	308.772918879	1287.9826605	231.119487393	1401.45653586	42870000000.0	7.662e+11	0.06	0.0176989817	0.0367294791	0.0356646952				1.0				1.0				1.0		1.0	1	#75766D	2.0	5.65390092955	6.38002999686
70	Curitiba	Municipality of Curitiba				Curitiba		Administrative boundary of a local government				2016.0	2686488.0	CDP	tCO2-eq	2013.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O; HFCs; PFCs; SF6; NF3	Developed in partnership with ICLEI/URBAN LEDS Project	Increased	The main difference on the increase of  GEE emissions is on the energy sector not by an increase of consumption but because of an increse on emission factors due to the use o thermoelectric plants. In 2012 the annual national average emission factor was 0,0653 T/CO 2e by MWh produced, while in 2013 the factor increased by 30% to 0,0963 T/CO2e by MWh produced .	349791.0	3036279.0		A	1863428.402	1944783.84679	1904106.12439	2213219.402	2294574.84679	2253897.12439	1.0		(-25.431063, -49.264693)	-25.417	-49.25	https://en.wikipedia.org/wiki/Curitiba	Brazil	Latin America & Caribbean	1751907.0	2010.0					2431804.0			1750000.0	2016.0	http://www.c40.org/cities/curitiba						1.0	434.0				434.0	2016.0	http://www.c40.org/cities/curitiba		3030.0				935.0	18.0	SBBI*			0	3	79400000000.0	BRL     Brazilian Real	2013.0	http://www.agencia.curitiba.pr.gov.br/publico/conteudo.aspx?codigo=39							57.654	16980.0	[1]	2014.0	58.0	18273.4719597	[19]			6514.69				1.45	1.68		3.15	2010	http://www.ibge.gov.br/cidadesat/topwindow.htm?1	Calculation: population/households (1751907/555612)	82.834	0.0		32.1	2009	"discussion paper  (http://www.ipea.gov.br/portal/images/stories/PDFs/TDs/td_1813a.pdf)
1813a, COMMUTE TIME IN BRAZIL (1992-2009): DIFFERENCES BETWEEN METROPOLITAN  AREAS, BY INCOME LEVELS AND GENDER"	1.02	1.27	3.02735375474	2010	http://cod.ibge.gov.br/OS0S (population est 2016 1.3.997) 2010 census		129.0	33.0	7.0	15.1%	144	0.2	0.02	28%	43%	170.0	124.0	96.0	91.0	115.0	133.0	72.0	124.0	117.0	123.0	50.76	131.0	M	Municipality of Curitiba Urban Area	284.75	290.625	294.0625	561.3125	578.5	600.125	0.336559060353	0.334388033942	0.328859998602	0.663440939647	0.665611966058	0.671140001398	468.162949827	3110.09075009	345.510262323	4174.85371622	365.133100962	4881.3151786	11700000000.0	17030000000.0	0.69	0.0151203426	0.0204194776	0.0167788505				1.0				1.0				1.0	1.0	1.0	1	#75766D	2.0	1.08806064251	1.535136
71	Dalian			Dalian	Dalian								11448360.8442	PKU	tCO2	2010.0	Statistical																2.29926470118		38.9208333333	121.639166667	wikipedia	China	East Asia					4979140.0	5720800.0				6690432.0	2010.0	(sub-provincial city), from wikipedia						1.0		13237.0		513.5	13237.0		(city), from wikipedia	432.182518698			49723.5331907				ZYTL	175.0	2524.0	2380	54									34322142.0	46214.99	0.00229926470118		[1]	2014.0	54.0	13803.6809816	[19]		13019.8920046			134.510604654		1.01	0.99		3.14	2003.0	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Liaoning"""	42.522	1.0					1.09	1.17																											Dalian Urban Area	189.5	194.25	221.0625	385.0625	436.6875	516.25	0.329816164473	0.307875185736	0.299821988641	0.670183835527	0.692124814264	0.700178011359	509.76730897	5399.01410191	548.449021369	6841.69303393	424.432135361	6896.68677263											0.0		0.0					1.0	1.0		6	#F7D76F	2.0	1.71115420413	2.29926470118
72	Dallas	City of Dallas						Administrative boundary of a local government				2016.0	119881.0	CDP	tCO2-eq	2010.0	Other	CO2; CH4; N2O	Methodology included a combination of Environmental Protection Agency (EPA) reported emission factors and EPA recommended emission modeling tools.	Decreased	Increased use of renewable sources of electricity and on-site energy production.	17109507.0	17229388.0		A	-1136048.67361	-503387.366239	-819718.019924	15973458.3264	16606119.6338	16289788.9801	1.0		(32.7801399, -96.8004511)	32.776	-96.796667	https://en.wikipedia.org/wiki/Dallas	USA	North America	1257676.0	2013.0								1317929.0	2016.0	https://www.census.gov/quickfacts/fact/table/dallascitytexas/PST045216							999.0				881.9433948	2010.0	https://www.census.gov/quickfacts/fact/table/dallascitytexas/PST045216						148.0	19.4				988	681	98746000000.0	USD     US Dollar	2013.0	City of Dallas Economic Development							412.674	59483.0	[1]	2014.0	324.9	50646.9212783	[3], [19]																	26.55	2013	TORONTO AS A GLOBAL CITY:Scorecard on Prosperity – 2015, pg. 25, report by Toronto Board of Trade (downloaded fie: Toronto_scorecard_2015.pdf)	0.97	0.86	2.6	2011-2015	https://www.census.gov/quickfacts/fact/table/dallascitytexas/PST045216		16.0	59.0	9.9	6.6%						10.0	102.0	12.0	11.0	61.0	108.0	25.0	89.0	21.0	55.0	78.24	23.0	RA	City of Dallas Urban Area	1605.5	1557.25	1487.9375	2924.1875	3462.1875	3966.5	0.354439461883	0.310243926735	0.272793940713	0.645560538117	0.689756073265	0.727206059287	464.211246578	1231.64708357	231.84454873	1197.43699969	164.15272088	1489.35072091	42870000000.0	7.662e+11	0.06	0.0176989817	0.0367294791	0.0356646952				1.0				1.0				0.0		1.0	5	#F7D76F	5.0	-0.621974339987	0.0909616527142
73	Dandong			Dandong									650633.454572	PKU	tCO2	2010.0	Statistical																0.441072141057		40.1166666667	124.383333333	wikipedia	China	East Asia					1475118.0					865576.0		wikipedia, urban values										95.2	830.0		(urban), from wikipedia											2751	37									2609429.0	25111.7				2008.0																							1.09	1.17																											Dandong Urban Area	102.875	123.0625	135.625	67.0	77.0625	89.375	0.605592347314	0.614928169894	0.602777777778	0.394407652686	0.385071830106	0.397222222222	417.107274331	1192.78833453	2447.24161742	12257.0900687	2178.86283247	11754.3656944													0.0								6	#F7D76F		0.751676865546	0.441072141057
74	Daqing			Daqing									3884885.60902	PKU	tCO2	2010.0	Statistical																2.103472		46.5833333333	125.0	wikipedia	China	East Asia					1846892.0					1649825.0		wikipedia, urban values										207.5	5107.0		(urban), from wikipedia											4792	93									26330980.0	49135.63	0.002103472		[1]	2014.0	39.0	22272.9868646	[19]																				1.09	1.17																											Daqing Urban Area	140.375	156.6875	160.5	97.4375	133.25	183.6875	0.590275952694	0.540418193576	0.466315598329	0.409724047306	0.459581806424	0.533684401671	776.576896705	4662.57000139	587.415636629	3462.86676356	407.665688138	3123.79751787													0.0								6	#F7D76F	1.0	2.35472587033	2.103472
75	Datong			Datong									1498970.42305	PKU	tCO2	2010.0	Statistical																0.822655480591		40.0833333333	113.3	wikipedia	China	East Asia					1822112.0					1737517.0		wikipedia, urban values										185.4	2080.0		(urban), from wikipedia											4030	20									5638726.0	36137.7				2008.0	4.0	2301.49597238	[19]																				1.09	1.17																											Datong Urban Area	124.9375	136.0625	151.625	214.6875	243.875	277.625	0.367868973132	0.358118111532	0.353232382062	0.632131026868	0.641881888468	0.646767617938	2702.07338181	12557.8353264	724.059703073	5764.49004487	601.751635552	5814.25138525													0.0								6	#F7D76F	1.0	0.862708349358	0.822655480591
76	Davis, CA	City of Davis, CA						Administrative boundary of a local government				2016.0	348437.0	CDP	tCO2-eq	2010.0	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	CO2; CH4; N2O; HFCs	The City updated the inventory in 2012 using the latest available data from 2010.	Decreased	Lower carbon emission electricity energy mix (grid).		348437.0	CDP2016 TOT likely wrong because one scope is missing.	E	282928.087857	315927.510413	299427.799135	282928.087857	315927.510413	299427.799135			(38.544907, -121.740517)	38.554	-121.738056	https://en.wikipedia.org/wiki/Davis,_California	USA	North America	65600.0	2010.0								68111.0	2016.0	https://www.census.gov/quickfacts/fact/table/daviscitycalifornia/PST045216							25.0				25.6150011	2010.0	https://www.census.gov/quickfacts/fact/table/daviscitycalifornia/PST045216						15.0	23.0				310	126		USD     US Dollar	2016.0											2008.0			[20]																	21.4	(2011-2015) 		0.97	0.86	2.64	2011-2015	https://www.census.gov/quickfacts/fact/table/daviscitycalifornia/PST045216		364.0	21.0	4.1	7.9%																			City of Davis, CA Urban Area	18.5	18.25	21.75	24.125	30.1875	34.1875	0.434017595308	0.376774193548	0.388826815642	0.565982404692	0.623225806452	0.611173184358	1088.3478279	1584.0	123.004321002	1985.32037788	97.6251446182	2270.50061822	42870000000.0	7.662e+11	0.06	0.0176989817	0.0367294791	0.0356646952				1.0				1.0				0.0		1.0	2	#9ADCB9		4.39617387992	5.11572286415
77	Dehradun		Dehradun Municipal Corporation						Municipality				1316744.0	carbonn	tCO2-eq	2008.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)																		30.318	78.029	carbonn	India	South Asia			447808.0	2001.0						578420.0	2011.0	Wikipedia											300.0	2011.0	Wikipedia											402	551						878670829.173									0.878670829173		carbonn, scaled to $BN USD																				0.91	1.1																											Dehradun Urban Area	51.1875	59.5	71.9375	37.6875	46.4375	55.6875	0.575949367089	0.561651917404	0.563663075416	0.424050632911	0.438348082596	0.436336924584	2267.80153457	18125.9223127	1796.09229391	14405.0404294	2067.8568764	17617.5989249															0.0			1.0			1	#75766D	1.0	2.27644963867	2.27644963867
78	Denver	City of Denver			Denver		Denver 	Administrative boundary of a local government		City and County	2005.0	2016.0	4557000.0	CDP	tCO2-eq	2014.0	Other	CO2; CH4; N2O	"The methodology is explained in more detail in the peer-reviewed  journal paper ""A Demand-Centered, Hybrid Life-Cycle Methodology for City-Scale Greenhouse Gas Inventories"" located at http://pubs.acs.org/doi/abs/10.1021/es702992q ."	Decreased	Denver saw a slight decrease over 2013 emissions, primarily due to reductions in the built environment.  Although Denver is currently undergoing a construction boom,our sole utilities electricity emission factor has fallen as a result of increased renewables and power plant switches away from coal and on to natural gas.	4385000.0	8942000.0		A	3894059.79522	4228008.9211	4061034.35816	8279059.79522	8613008.9211	8446034.35816	1.0		(39.737567, -104.9847179)	39.762	-104.881105	https://en.wikipedia.org/wiki/Denver	USA	North America	663862.0	2014.0				579744.0		579744.0	2005.0	693060.0	2016.0	https://www.census.gov/quickfacts/fact/table/denvercitycolorado/PST045216	505000.0	1528000.0	2492000.0	1.02696177224	1.02475780361	1.0	401.0	401.3	401.3		396.26847	2010.0	https://www.census.gov/quickfacts/fact/table/denvercitycolorado/PST045216	1444.66483927		1444.66483927	28940.2103064	28940.2103064	1609.0	10.1	KBJC	247.0	2446.0	627	48	1.87111e+11	USD     US Dollar	2014.0	BEA Denver Metro Area							169.737	61795.0	[1]	2014.0	142.0	55425.4488681	[19]		58011.473777		58011.473777	221.49570921	17.69	0.78	0.56		2.5	2010.0	http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table	metro area	80.731	0.0	Mountains	24.8	(2011-2015) 		0.97	0.86	2.3	2011-2015	https://www.census.gov/quickfacts/fact/table/denvercitycolorado/PST045216		107.0	36.0	6.4	8.3%	136	0.2	-0.01	33%	44%														Denver Urban Area	358.25	363.75	362.5625	953.5625	1076.875	1162.6875	0.27309543094	0.252494577007	0.23770693329	0.72690456906	0.747505422993	0.76229306671	293.128199234	1055.41478021	351.701793691	1707.25899252	312.471720135	2009.89664903	42870000000.0	7.662e+11	0.06	0.0176989817	0.0367294791	0.0356646952		1.0	1.0	1.0				1.0		0.0	1.0	1.0	1.0	1.0	5	#F7D76F	3.0	5.85957111673	6.57518829539
79	Detroit	City of Detroit						Administrative boundary of a local government				2016.0	5520240.0	CDP	tCO2-eq	2012.0	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	CO2; CH4; N2O		Stayed the same	This is the only inventory we have done.  The data has not been updated	4809082.0	10329322.0	S1 derived from TOT - S2 in CDP2016 dataset	C	4832495.28503	5178939.42092	5005717.35297	9641577.28503	9988021.42092	9814799.35297	1.0		(42.331427, -83.0457538)	42.331	-83.045833	https://en.wikipedia.org/wiki/Detroit	USA	North America	688701.0	2013.0								672795.0	2016.0	https://www.census.gov/quickfacts/fact/table/detroitcitymichigan/PST045216							359.0				359.3611125	2010.0	https://www.census.gov/quickfacts/fact/table/detroitcitymichigan/PST045216						192.0	9.0				1889	34	1.86e+11	USD     US Dollar	2010.0	BEA, BLS, Brookings							207.538	48421.0	[1]	2014.0	179.0	41618.228319	[19]																	26.8	(2011-2015) 		0.97	0.86	2.65	2011-2015	https://www.census.gov/quickfacts/fact/table/detroitcitymichigan/PST045216		128.0	33.0	5.9	6.1%	169	0.16	0.01	23%	41%														Detroit Urban Area	1028.25	1045.75	1059.625	2356.1875	2628.3125	2743.75	0.303817104024	0.284630432934	0.278601242318	0.696182895976	0.715369567066	0.721398757682	599.022232624	3414.38598313	279.740512848	1509.56916832	218.593981489	1354.91584337	42870000000.0	7.662e+11	0.06	0.0176989817	0.0367294791	0.0356646952				1.0				1.0				1.0		1.0	2	#9ADCB9	4.0	7.440182155	8.20493612467
80	District of Columbia	District of Columbia						Administrative boundary of a local government				2016.0	3132786.0	CDP	tCO2-eq	2013.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O	Emissions reported here are based on the GPC. Previous inventories, and the District's baseline were calculated using the U.S. community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	Increased	Emissions increased 2.3% from 2012 to 2013 due primarily to a colder winter and resulting increase in energy consumption for heating purposes. 2013 emissions have been updated from what was previously reported in order to reflect updated emission factors for grid electricity now available from the U.S. EPA. (EGrid 2012).	4253621.0	7386407.0		A	2461491.4117	2799648.97003	2630570.19087	6715112.4117	7053269.97003	6884191.19087	1.0		(38.9071923, -77.0368707)	38.905	-77.016389	https://en.wikipedia.org/wiki/Washington,_D.C.	USA	North America	672228.0	2015.0								681170.0	2016.0	https://www.census.gov/quickfacts/fact/table/districtofcolumbiadistrictofcolumbia/PST045216							158.0				158.1188895	2010.0	https://www.census.gov/quickfacts/fact/table/districtofcolumbiadistrictofcolumbia/PST045216							14.7				464	73	1.16378e+11	USD     US Dollar	2014.0	U.S. Bureau of Economic Analysis							37.174	46251.0	[1]	2014.0	30.00429	43856.0470303	[24]	2013.0																29.7	(2011-2015) 		0.97	0.86	2.22	2011-2015	https://www.census.gov/quickfacts/fact/table/districtofcolumbiadistrictofcolumbia/PST045216																								Washington DC Urban Area	773.5625	780.4375	744.8125	1566.125	1791.375	2045.375	0.330626419126	0.303458164232	0.266939945792	0.669373580874	0.696541835768	0.733060054208	453.030274895	1522.10146988	360.112034844	1930.56685337	272.922950638	2071.29816006	42870000000.0	7.662e+11	0.06	0.0176989817	0.0367294791	0.0356646952				1.0				1.0				1.0		1.0	1	#75766D	1.0	3.86184093672	4.59912503487
82	Durban	City of Durban						Other: geopolitical boundary - physical areas over which local government has jurisdictional control				2016.0	11681810.0	CDP	tCO2-eq	2014.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O		Increased	Due to better data collection and addressing data gaps.	10905271.0	22587081.0		A	10291759.0693	10464071.0973	10377915.0833	21197030.0693	21369342.0973	21283186.0833	1.0		(-29.8586804, 31.0218404)	-29.883	31.05	https://en.wikipedia.org/wiki/Durban	South Africa	Africa	3555868.0	2015.0								3560000.0	2016.0	http://www.c40.org/cities/durban-ethekwini							2292.0				2292.0	2016.0	http://www.c40.org/cities/durban-ethekwini						426.0	24.0				194	73	2308000000.0	ZAR     South African Rand	2015.0								48.908	12884.0	[1]	2014.0	22.0	7447.52877454	[19]																	35.12	2014-2017	https://www.numbeo.com/traffic/in/Durban [BASED ON 17 CONTRIBUTORS]	1.17	1.19					158.0	30.0	5.1	9.3%	- 	0.22	0.04	44%	43%	167.0	123.0	85.0	160.0	173.0	138.0	110.0	156.0	147.0	156.0	43.35	158.0	B	eThekwini Metropolitan Municipality Urban Area	384.0	391.0	381.8125	583.125	671.25	775.625	0.397053121365	0.368086608614	0.329877423187	0.602946878635	0.631913391386	0.670122576813	297.291396939	2358.5304191	794.034548295	3754.73803489	554.196095449	3898.09991358	0.0	1.0	0.0	0.0122306776	0.0139613383	0.0139613383				1.0				1.0				1.0			1	#75766D	1.0	2.91514468631	3.28140730337
