	city	country	Boundary (CDP)	City Location (CDP)	lat (external)	lon (external)	Geographic group	Current Population (CDP)	pop (external)	quality flag population	area [km2] (external)	pop density (calculated from external sources)	Average annual temperature (in Celsius) (CDP)	Average altitude (m) (CDP)	mean TT [min]	CDD_23C	HDD_15.5C	CDD_23C (FMB)	HDD_15.5C (FMB)	Reporting Year (CDP)	Measurement Year (CDP)	Measurement year only (CDP)	Total City-wide Emissions (metric tonnes CO2e) (CDP)	Total Scope 1 Emissions (metric tonnes CO2e) (CDP)	Total Scope 2 Emissions (metric tonnes CO2e) (CDP)	CDP2016 data edited (CDP)	Emissions Quality Flag (CDP)	Gases included (CDP)	scope fraction (CDP)	TOT lower bd [tCO2]	TOT upper bd [tCO2]	TOT mean [tCO2]	S1 lower bd [tCO2]	S1 upper bd [tCO2]	S1 mean [tCO2]	S1 mean [tCO2]/cap	Scope 1 (orig)/cap	Primary Methodology (CDP)	Methodology Details (CDP)	Increase/Decrease from last year (CDP)	Reason for increase/decrease in emissions (CDP)	Urban Area Cluster (FC)	Low BUA 1990 (FC)	Low BUA 2000 (FC)	Low BUA 2014 (FC)	High BUA 1990 (FC)	High BUA 2000 (FC)	High BUA 2014 (FC)	Low BUA % 1990 (FC)	Low BUA % 2000 (FC)	Low BUA % 2014 (FC)	High BUA % 1990 (FC)	High BUA % 2000 (FC)	High BUA % 2014 (FC)	Low BUA pop density 1990 (FC)	High BUA pop density 1990 (FC)	Low BUA pop density 2000 (FC)	High BUA pop density 2000 (FC)	Low BUA pop density 2014 (FC)	High BUA pop density 2014 (FC)	diesel_price (2014)	gasoline_price (2014)	household_size (updated)	year_household_size (updated)	AVERAGE CONGESTION RATE (INRIX)	INRIX CONGESTION INDEX (INRIX)	PEAK HOURS SPENT IN CONGESTION (INRIX)	RANK (INRIX)	Congestion Level (TomTom)	World Rank (TomTom)	Congestion change (TomTom)	Morning Peak (TomTom)	Evening Peak (TomTom)	human capital (IESE)	social cohesion (IESE)	economy (IESE)	public management (IESE)	governance (IESE)	environment (IESE)	mobility and transportation (IESE)	urban planning (IESE)	international impact (IESE)	technology (IESE)	CIMI (IESE)	CIMI Ranking (IESE)	CIMI Performance (IESE)	GDP-PPP combined	GDP-PPP combined/cap	s1 to use	pop to use	s1 per capita	LB S1 per capita	UB S1 per capita	s1 per gdp	LB S1 per gdp	UB S1 per gdp	MethodNum	s1 per gdp [kgCO2/USD]	GDP-PPP combined [USD]
74	Hong Kong	China	Administrative boundary of a local government	(22.2880809, 114.1398015)	22.3	114.2	groupAsia	7336600.0	7310000	1.0	1104.0	6621.37681159	23.3	129.0	41.33	1117.0	97.0	709	146	2017	2014-01-03 03:14:00	2014	44900000.0	44876460.0		Replaced by CDP2017 data. Reason: Both scopes missing (Case 4b) in CDP2016. Soln: Updated with CDP2017 values that contain at least one scope	Grade B	CO2; CH4; N2O; HFCs; PFCs; SF6		40656981.4876	41670038.5108	41163509.9992	40633441.4876	41646498.5108	41139969.9992	5.6074980235	6.1167925197	2006 IPCC Guidelines for National Greenhouse Gas Inventories	95% level of confidence	Increased	Hong Kong's GHG emission recorded a small increase of 1.31% from 44.3 million tones CO2e in 2013 to 44.9 million tonnes CO2e in 2014, mainly due to (i) the increase in electricity generation to cope with GDP and population growth; (ii) more use of coal for electricity generation to make up the shortfall in natural gas supply.	Hong Kong Urban Area Cluster	87.8125	89.25	91.5	118.375	129.75	131.5	0.425886632313	0.406258890469	0.410313901345	0.574113367687	0.590611664296	0.589686098655	4165.53398752	35509.5437937	4017.70887484	38522.2464714	3987.33944626	40671.9930075	1.56	2.06	2.8	2016					0.36	44		57%	68%	22.0	139.0	19.0	73.0	13.0	108.0	37.0	89.0	31.0	11.0	71.69	42.0	RA	416.047	57244.0	41139969.9992	7336600.0	5.6074980235	5.5384567085	5.67653933849	98882.986776	97665.5077133	100100.465839	3	0.098882986776	4.16047e+11
75	Houston	USA	Administrative boundary of a local government	(29.7601927, -95.3693896)	29.763	264.617	groupUSA	2195914.0	2303482	1.0	1552.9321041	1483.31146862	21.0	13.0	26.5	903.0	547.0	1634	281	2016	2014-12-31 00:00:00	2014	33428301.0	16075539.0	14511262.0		Grade A	CO2; CH4; N2O	0.914997175597	31235436.1021	32340068.6324	31787752.3673	13882674.1021	14987306.6324	14434990.3673	6.57356816672	7.32065964332	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)		First year of calculation	We are using the same inventory we submitted last year, and that was our first year conducting a community-wide GHG inventory using the ICLEI Community Protocol.	Houston Urban Area Cluster	1310.0625	1373.0625	1241.5625	2682.8125	3026.3125	3723.625	0.32810005322	0.294025536015	0.250053497476	0.67189994678	0.648050001338	0.749946502524	269.010554762	1019.81603763	263.891473298	1217.13574301	168.507806139	1488.45327997	0.97	0.86	2.68	2011-2015	7.1%	8.5	52.0	28.0	0.24	117	-0.01	41%	60%	18.0	102.0	9.0	15.0	12.0	141.0	121.0	44.0	95.0	12.0	75.97	32.0	RA	483.184	74926.0	14434990.3673	2195914.0	6.57356816674	6.32204817771	6.82508815573	29874.7275723	28731.6510938	31017.8040506	2	0.0298747275723	4.83184e+11
76	Incheon	South Korea	Administrative boundary of a local government	(37.456256, 126.705206)	37.483	126.633	groupAsia	2983484.0	3002645	1.0	1029.43	2916.80347377	12.7	26.0	42.7			103	2416	2016	2015-12-31 00:00:00	2015	69794140.0	57719912.0	12074228.0		Grade A	CO2; CH4; N2O; HFCs; PFCs; SF6; NF3	1.0	68481246.0059	68880857.8352	68681051.9205	56407018.0059	56806629.8352	56606823.9205	18.9733961773	19.3464794851	Other	Calculation Korea Environment Corporation municipal greenhouse gas emissions guidelines ver.4.0 (2015. January)	Increased	GHG emissions saw a 2.2% increase due to a comprehensive increase in Scope 1 energy usage related to increase in population, households, GRDP, and motor vehicles caused by the development of new cities such as Songdo, Cheongna and Yeongjong.																				1.37	1.55	2.65	2015																							845.906	34355.0	56606823.9205	2983484.0	18.9733961773	18.9064255099	19.0403668447	66918.5747831	66682.3713343	67154.7782321	5	0.0669185747831	8.45906e+11
77	Indianapolis	USA	Administrative boundary of a local government	(39.767625, -86.178469)	39.791	273.852	groupUSA	853000.0	855164	1.0	936.1000857	913.539068165	11.7	230.0	22.8			48	627	2017	2013-01-03 03:13:00	2013	2160364.98	726155.11	1434209.86	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	Grade A	CO2	1.0								0.851295556858	Other: Hestia Project	The data was collected through the Hestia Project by researchers at Purdue University and collaborators. It is based on direct measurements (with monitors and aircraft) and extensive modeling (hestia.project.asu.edu/). Note that this analysis does not does not compare directly to other protocols and does not necessarily include all scope 2 emissions. Indianapolis is working on a GPC inventory as well. Though the reported number has been tested and reported through peer-reviewed journals, there is limited confidence in the comparability to other cities. Published in Environmental Science and Technology by Kevin R. Gurney, Igor Razlivanov, Yang Song, Yuyu Zhou, Bedrich Benes,and Michel Abdul-Massihhttp://hestia.project.asu.edu/uploads/Gurney.ES&T.2012.final.proof.pdf	First year of calculation		Indianapolis Urban Area Cluster	497.5625	507.1875	493.5	834.9375	1098.375	1240.0	0.373405253283	0.304194624583	0.284684164984	0.626594746717	0.658769726731	0.715315835016	359.538260827	951.335857402	242.189469334	984.19031639	200.513828875	1136.16300127	0.97	0.86	2.5	2011-2015	5.0%	3.1	18.0	430.0	0.11	187	0.01	19%	29%														113.606	57511.0	726155.11	853000.0	0.851295556858			6391.87287643			5	0.00639187287643	1.13606e+11
78	Iowa	USA	Administrative boundary of a local government	(41.6611, -91.5302)	41.66	268.466	groupUSA	73415.0	74398	1.0	64.7756499	1148.54887778	10.5	203.0	16.4			34	1889	2016	2013-12-31 00:00:00	2013	1298620.0	590282.0	699338.0		Grade A	CO2; CH4; N2O; HFCs; PFCs; SF6	0.993069566155	1225306.93925	1262237.61924	1243772.27925	516968.939253	553899.619238	535434.279245	7.29325450174	8.04034597834	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	The methodology that was used was through ICLEI in 2009 using Clean Air and Climate Protection (CACP2009) software.	Decreased	The University of Iowa has increased the use of biofuels in their power plant and the City has increased energy efficiency standards in the building code. The population of Iowa City has increased, but the per capita emissions have decreased since we have been tracking emissions. See attachment above.	Iowa Urban Area Cluster	31.875	35.875	37.25	37.8125	44.0	49.75	0.457399103139	0.438502673797	0.42816091954	0.542600896861	0.53781512605	0.57183908046	386.433425342	1251.46746978	425.632641586	1396.33149763	464.936007452	1642.59537831	0.97	0.86	2.24	2011-2015																									535434.279245	73415.0	7.29325450174	7.04173451274	7.54477449074				2		
80	Johannesburg	South Africa	Administrative boundary of a local government	(-26.2041028, 28.0473051)	-26.204	28.046	groupAfrica	4764381.0	4434827	1.0	1644.98	2695.97624287	20.0	1645.0	45.66	114.0	668.0	37	606	2016	2014-12-31 00:00:00	2014	24716713.0	9068358.0	15661031.0		Grade A	CO2; CH4; N2O	1.00051285136	22854233.2219	23085107.9767	22969670.5993	7205878.22193	7436752.97671	7321315.59932	1.53667718835	1.90336541095	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	The City of Johannesburg 2014 inventory is the first GPC compliant inventory compiled for the City. It builds on the pioneering work undertaken by Siemens who compiled the first inventory for the City for the 2007 calendar year. Siemens prepared the initial report under an arrangement with C40 in 2012, and analyses the high-level changes between the two inventory years.	Decreased	"This decrease could be attributed to a number of reasons, for example there seems to be a correlation between it and the drop in electricity consumption. This drop in electricity consumption is mirrored in all the major municipalities in South Africa. There may well be data deficiency
artefacts. The real reasons for this decrease and/or other trend that becomes apparent,will become clear as we become more thorough in quality data collection methods. Furthermore, to enhance our understand we will do bottom up data collection at a project level."	Johannesburg Urban Area Cluster	2126.5625	2110.75	2116.0	3859.0	4321.0625	4974.8125	0.355281980599	0.321843462019	0.298414321349	0.644718019401	0.658868039606	0.701585678651	265.581262501	1363.26557973	140.01776984	1893.31135584	77.7869568325	2516.17203213	1.17	1.19	3.37	2007	8.5%	7.3	47.0	44.0	0.3	70	0.03	62%	60%	146.0	169.0	154.0	46.0	94.0	150.0	153.0	149.0	150.0	108.0	44.88	155.0	B	82.918	16370.0	7321315.59932	4764381.0	1.53667718835	1.51244793855	1.56090643815	88295.8537268	86903.6665372	89688.0409164	1	0.0882958537268	82918000000.0
81	Kadiovacik	Turkey	Administrative boundary of a local government	(38.3434574, 26.553613)	38.343	26.553	groupEurope	216.0	216	1.0	0.23	939.130434783	19.0	327.0				128	336	2016	2015-12-31 00:00:00	2015	443.79	404.65	39.14		Grade A	CO2	1.0								1.87337962963	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		Decreased	Due to the energy saving training to the villagers																				1.9	2.06																											404.65	216.0	1.87337962963						1		
82	Kaohsiung	Taiwan	Administrative boundary of a local government	(22.629705, 120.343804)	22.633	120.267	groupAsia	2778729.0	2778918	1.0	2951.85	941.415722344	25.1	50.0				924	0	2016	2014-12-31 00:00:00	2014	58755764.13	43502687.67	15253076.46		Grade A	CO2; CH4; N2O; HFCs; PFCs; SF6	1.0	57594560.2557	57750423.6479	57672491.9518	42341483.7957	42497347.1879	42419415.4918	15.2657619695	15.6556064553	Other	GHG Inventory Accounting Guideline for Local City (EPA): Our country in order to assist local cities to handle emissions baseline, and make sure it follows the standard of MRV, so referring to related international GHG inventory guidelines for local cities, including IEAP published in 2009, to develop our city GHG inventory guideline.	Stayed the same	The city administrative area emissions is gentlely decreasing, and total emissions reduction range is 0.11%.	Kaohsiung Urban Area Cluster	239.6875	245.3125	251.0625	337.0625	361.25	372.625	0.415583008236	0.403474506579	0.402545345225	0.584416991764	0.594161184211	0.597454654775	793.18620471	7489.0188816	778.133303721	7370.92296826	732.342392001	7194.79364809	0.98	0.98	2.65	2013					0.41	20	0.05	47%	70%	137.0	82.0	133.0	134.0	112.0	166.0	144.0	165.0	96.0	14.0	47.24	141.0	M	113.647	40534.0	42419415.4918	2778729.0	15.2657619695	15.2377161629	15.2938077761	373255.919574	372570.184833	373941.654315	5	0.373255919574	1.13647e+11
83	Knoxville	USA	Administrative boundary of a local government	(35.9606, -83.9207)	35.973	276.058	groupUSA	184281.0	186239	1.0	255.1658148	729.874415764	15.2	269.0	19.7			247	493	2016	2012-12-31 00:00:00	2012	3999874.0	2061435.0	1938439.0		Grade A	CO2; CH4; N2O	1.0	3815848.88051	3908549.59069	3862199.2356	1877409.88051	1970110.59069	1923760.2356	10.4392760816	11.1863675582	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	ICLEI Clean Air and Climate Protection	Decreased	Energy consumption in 2012 fell in the residential and commercial sectors by approximately 2% and 13% respectively, relative to 2005. Energy use for transportation decreased over 3.5%, largely due to improvements in the average fuel economy of vehicles. In addition to energy savings, changes to the Tennessee Valley Authority’s (TVA) electricity production portfolio also contributed to emissions reductions, as multiple coal-fired power plants were retired, retrofitted, or replaced by natural gas, nuclear, and renewable sources of energy in recent years.	Knoxville Urban Area Cluster	176.25	174.3125	166.3125	210.8125	242.375	275.0	0.455352817697	0.412269031781	0.376858801869	0.544647182303	0.573244641537	0.623141198131	412.002037085	809.29098499	376.381168639	917.991127335	380.749868262	1018.78366721	0.97	0.86	2.14	2011-2015	4.8%	2.1	11.0	679.0	0.1	188	0.03	16%	24%														38.347	44697.0	1923760.2356	184281.0	10.4392760816	10.1877560927	10.6907960706	50167.1639398	48958.4551728	51375.8727069	2	0.0501671639398	38347000000.0
84	La Paz	Bolivia	Administrative boundary of a local government	(-16.5, -68.15)	-16.5	291.85	groupLatinAmer	789541.0	877363	2.0	472.0	1858.81991525	13.0	3200.0				61	0	2016	2012-12-31 00:00:00	2012	1426533.8	1152922.4	273611.4		Grade A	CO2; CH4; N2O; HFCs; PFCs; SF6	1.0	610572.598587	1276908.3026	943740.450593	336961.198587	1003296.9026	670129.050593	0.848757760007	1.46024386321	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	Global Protocol for Community-Scale GHG Emission Inventories (GPC), norma Internacional ISO 14064:1 para Gases de Efecto Invernadero, las herramientas de medición del Greenhouse Gas Protocol (GHG Protocol) y la metodología MC3 (Método Compuesto de las Cuentas Contables5) de Carbonfeel.   - Alcance 1. Emisiones Directas de GEI: Fuentes de emisión que son de propiedad de la organización o están contraladas por esta. Las emisiones bajo este alcance son de reporte obligatorio según la NB-ISO 14064. - Alcance 2. Emisiones Indirectas de GEI por energía: Emisiones indirectas de GEI que provienen de la generación de electricidad de origen externo, consumido por la organización. Las emisiones bajo este alcance también son de reporte obligatorio, según la NB-ISO 14064. - Alcance 3. Otras Emisiones Indirectas de GEI: Las emisiones de GEI indirectas ocurren como consecuencia de las actividades de la organización, pero provienen de fuentes que no son controladas por la misma. Las emisiones bajo este alcance son de reporte voluntario, según la NB-ISO 14064.	First year of calculation	Esperamos que con la implementación de algunas líneas de acción que se fueron adoptando a lo largo de este tiempo, se haya avanzado en la disminución de la huella de carbono y huella hídrica	La Paz Urban Area Cluster	114.375	114.375	124.625	133.875	155.875	180.75	0.460725075529	0.410313901345	0.408104789194	0.539274924471	0.559192825112	0.591895210806	1005.68643038	8285.65133803	1002.44899115	8198.32167739	1039.68317909	8358.12116177	0.54	0.7	3.66	2001										158.0	147.0	160.0	79.0	161.0	139.0	139.0	179.0	157.0	122.0	39.25	170.0	B			670129.050593	789541.0	0.848757760006	0.426781128006	1.27073439201				1		
85	Lagos	Nigeria	A metropolitan area	(6.524379, 3.379206)	6.455	3.384	groupAfrica	21000000.0	21000000	1.0	2706.7	7758.52514132	30.0	34.0				899	0	2016	2014-12-31 00:00:00	2014	29426266.0	29426266.0		CDP2016 TOT likely wrong because one scope is missing.	Grade D	CO2; CH4		25804083.982	26810899.5064	26307491.7442	25804083.982	26810899.5064	26307491.7442	1.2527377021	1.4012507619	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		N/A	This is our baseline Emission inventory done in 2014. We did not do any inventory in 2015 , However we intend to commence as soon as possible.	Lagos Urban Area Cluster	363.5	356.75	385.0	907.625	1211.875	1461.25	0.285967155079	0.213606765961	0.208530805687	0.714032844921	0.72561933987	0.791469194313	475.501381301	6846.87407112	366.922136629	6782.73047639	433.229128838	8412.67371607	0.84	0.56												173.0	176.0	110.0	28.0	162.0	171.0	168.0	180.0	179.0	179.0	32.87	179.0	B	35.0		26307491.7442	21000000.0	1.2527377021	1.2287659039	1.2767095003	751642.621263	737259.542343	766025.700183	1	0.751642621263	35000000000.0
86	Lahti	Finland	Administrative boundary of a local government	(60.9833, 25.65)	60.983	25.65	groupEurope	119452.0	118885	1.0	459.43	258.766297368	4.0	119.0	19.0			6	3763	2017	2015-01-03 03:15:00	2015	874807.0	717200.0	157607.0	Replaced by CDP2017 data. Reason:  TOT << s1+s2 (Case 3a) in CDP2016. Soln: Derive TOT (CDP2017) from s1 (CDP2017) and s2 (CDP2017) then replace CDP2016 values by CDP2017	Grade A	CO2; CH4; N2O	1.0	693575.516245	697970.310278	695772.913261	535968.516245	540363.310278	538165.913261	4.50529010197	6.00408532297	2006 IPCC Guidelines for National Greenhouse Gas Inventories	Energy production CHP, process power, wastes and waste water calculations quite high level of confidence. Traffic calculation is based on national LIISA model, not actual emissions. Separate heating, industrial machinery, agriculture and its energy use are not so high level of confidence, because information harder to find .and emission calculatios are based on statistics. Calculations are made with national tool called KASVENER (2007), but with updated GWP factors.	Decreased	Decreased from baseline year 1990. New waste gasification plant 2012 and collecting separate energy waste from citizens. Effective waste water treatment with collecting biogas before composting the sludge. Effective and energy-efficient waste and biowaste collection and treatment (new biogas plant 2014). Better energy effiency in buildings.	Lahti Urban Area Cluster	21.4375	22.8125	23.375	10.625	11.8125	12.9375	0.668615984405	0.646017699115	0.643717728055	0.331384015595	0.334513274336	0.356282271945	922.623826142	6395.71547995	912.374590333	6216.78000733	912.837606645	6415.37502712	1.78	1.89	1.9	2014																									538165.913261	119452.0	4.50529010197	4.48689445338	4.52368575058				3		
88	Lakewood	USA	Administrative boundary of a local government	(39.7047, -105.0814)	39.705	254.919	groupUSA	149643.0	154393	1.0	111.0587712	1390.19186267	10.8	1638.0	25.8			48	627	2016	2007-12-31 00:00:00	2007	1727860.0	553900.0	1173960.0		Grade A	CO2; CH4; N2O	1.0	1578424.78445	1653701.19588	1616062.99017	404464.784453	479741.195881	442102.990167	2.95438470338	3.70147617998	Other	"Hybrid Demand-Center Life Cycle Assessment Methodology developed by Ramaswami et. al.: The City of Lakewood GHG Emissions Inventory assesses 2007 GHG emissions using a hybrid demand-center life cycle assessment methodology developed by Ramaswami et. al. The method uses the standard Local Government Operations Protocol (LGOP) released by ICLEI\-Local Governments for Sustainability to report GHG emissions from in-boundary activities. Out-of-boundary activities critical to a community such as the provision of food, water, fuels and dwellings are added to the in-boundary activities to yield an expanded inventory that becomes a more comprehensive “carbon emissions footprint”.

In 2015, the City of Lakewood worked with a GHG emissions analyst and updated the 2007 report figures based on more accurate electricity and surface transportation emission factors."	Decreased	"We only have a single GHG inventory; however our projections indicate a decrease based on the following reasoning:

While the City of Lakewood’s population and material sector emission factors have increased annually, the emission factors for electricity and transportation have decreased annually as a result of the State of Colorado’s Renewable Portfolio Standard and improvements to vehicle fuel efficiency required by the Federal CAFE standards. (See attachment: BAU determination)"																				0.97	0.86	2.3	2011-2015																									442102.990167	149643.0	2.95438470337	2.70286471437	3.20590469237				5		
